n_draws,firr_mean_pct,firr_median_pct,firr_sd_pp,firr_p5_pct,firr_p25_pct,firr_p75_pct,firr_p95_pct,wacc_pct,prob_firr_gt_wacc,prob_firr_gt_0
20000,1.5958160577781921,1.598808577710153,0.836673082778161,0.2198574427244806,1.0305032666196725,2.1660051452895677,2.9616168992706235,2.629,0.1088,0.97155
