driver,spearman_rho,abs_rho,contribution_pct
rid_mult,0.5137690024320137,0.5137690024320137,20.725055099513867
trip_km,0.4326977143292442,0.4326977143292442,17.45470031951563
cost_mult,-0.40807804098019507,0.40807804098019507,16.461561215607556
salvage,0.3135560824028902,0.3135560824028902,12.648616506301472
ebitda_margin,0.3060014560981391,0.3060014560981391,12.34386856378051
fare,0.25577586248143963,0.25577586248143963,10.317805897125892
growth,0.24909716831424286,0.24909716831424286,10.048392398155077
