lever,note,base_firr_pct,scenario_firr_pct,wacc_pct
Lower equity cost via tokenized retail capital,"T-InvIT broadens investor base; SEBI 3rd Amendment cut min investment to ₹25 lakh, deepening demand for infra units.",1.921,2.348,2.629
